title,link,view,upload_date
"차량 통행 막고, 토마토 수프 뿌리고…공분 사는 영국 환경단체 과격 시위 / 비디오머그 / #Shorts",https://youtube.com/shorts/VWLcakgepJM,14만회,1년 전
환경정화식물 '잘피' 키워 환경도 지키고 소득도 올리자 (2022.11.18/뉴스데스크/MBC경남),https://youtube.com/watch?v=CgmRdJogxxA&pp=ygUG7ZmY6rK9,1.6천회,1년 전
이번엔 출근길 도로 점거…과격 퍼포먼스 환경운동 / 연합뉴스TV (YonhapnewsTV),https://youtube.com/watch?v=7SqJlQOAVJ8&pp=ygUG7ZmY6rK9,6.8만회,2년 전
"쉴 곳 없어 화장실서 커피…우체국 환경미화원, 무슨 일 / JTBC 뉴스룸",https://youtube.com/watch?v=YCEUba0I7FE&pp=ygUG7ZmY6rK9,5.7만회,1년 전
"하루 12시간 노동, 임금은 단돈 1달러 [UHD환경스페셜2 6편 데드존-아이를 위한 지구는 없다] / KBS 20230128 방송",https://youtube.com/watch?v=LST7PCCcfqI&pp=ygUG7ZmY6rK9,404회,7년 전
나무가 산소를 만들어줘요 | 식목일 특집 | 환경동화 | 자연박사★지니키즈,https://youtube.com/watch?v=Qe6FiHHo7lY&pp=ygUG7ZmY6rK9,5.9천회,2년 전
[집중취재] 주거환경사업 LH 맘대로?..원주민들 분노｜ TJB 대전·충남·세종뉴스,https://youtube.com/watch?v=95B2LmzHHdY&pp=ygUG7ZmY6rK9,8.3만회,3년 전
건강한 Jeju 생태환경교육 1편 - '지구의 경고'_ #기후위기 #기후변화 #환경 #교육 #생태 #오염 #파괴 #문제,https://youtube.com/watch?v=1V4Fe6NLCNA&pp=ygUG7ZmY6rK9,10만회,10개월 전
명품가죽 뒤에 숨은 모로코 환경파괴 (KBS_307회_2023.04.29.방송),https://youtube.com/watch?v=ieqpWiXMUTI&pp=ygUG7ZmY6rK9,23만회,11개월 전
환경 보전위해? 자리 보전위해? 환경부 장관이 사는 법 [뉴스.zip/MBC뉴스],https://youtube.com/watch?v=ZmKz-z8v-jQ&pp=ygUG7ZmY6rK9,3.2천회,2년 전
직업이 몇 개???! 환경공학자 a.k.a. '프로 N잡러' 곽재식 교수 국과대표(science) 4회 | JTBC 220416 방송,https://youtube.com/watch?v=l_x2LhDCwAs&pp=ygUG7ZmY6rK9,1.5만회,3년 전
[초등 사회 3-2] ① 우리 고장의 환경과 생활 모습 - 2차시 자연환경과 인문 환경이 무엇인지 알아보기,https://youtube.com/watch?v=BWZ9jdZg-Ak&pp=ygUG7ZmY6rK9,8.4천회,3년 전
[환경스페셜] 공존실험 - 까치 | 인간과 까치는 공존할 수 있을까? | 환경스페셜 100회 특집 (KBS 011003 방송),https://youtube.com/watch?v=bwwBXpktDVo&pp=ygUG7ZmY6rK9,8.1만회,2년 전
2022년 새롭게 시작된 환경정책들 한 번에 정리해준다!,https://youtube.com/watch?v=l4ztTCe7uME&pp=ygUG7ZmY6rK9,1.1천회,10개월 전
[자막뉴스] 세계가 주목...한국 갯벌의 놀라운 힘 / YTN,https://youtube.com/watch?v=uha1-ULjPSo&pp=ygUG7ZmY6rK9,1.3만회,1년 전
환경동화 01화 | 작은 물방울 | 키워드: 물 | 녹지마!빙수,https://youtube.com/watch?v=tNDMfR_Y0iQ&pp=ygUG7ZmY6rK9,10만회,2일 전
[구독자 이벤트] ??한국환경공단 On-line 개소식!?? 다들 구경 오세요!??,https://youtube.com/watch?v=g6OKk0fbTuw&pp=ygUG7ZmY6rK9,6.8천회,2일 전
인천환경공단 신입사원들의 솔직 인터뷰!,https://youtube.com/watch?v=_acN6bB-JX8&pp=ygUG7ZmY6rK9,129만회,1년 전
[기후환경 리포트] 800살 나무 들여다보니‥기후변화에 지친 나무들 (2022.07.15/뉴스투데이/MBC),https://youtube.com/watch?v=NGNPGnt6CYo&pp=ygUG7ZmY6rK9,1.5만회,11개월 전
나는 미래에 어떤 계급으로 살게 될까? 서울대학교 건설환경공학부 유기윤 교수 / SBS D포럼(SDF),https://youtube.com/watch?v=8imqOXWE9ys&pp=ygUG7ZmY6rK9,911회,3년 전
"코로나19, 지구의 경고 - 생태계 파괴와 환경오염, 기후위기가 불러온 재앙일까? [다큐S프라임] / YTN 사이언스",https://youtube.com/watch?v=27y7z6R1RZw&pp=ygUG7ZmY6rK9,744회,2년 전
"""탄소중립 실현을 위한 학교 환경교육"" 안내 영상",https://youtube.com/watch?v=-V1XPFzNiZo&pp=ygUG7ZmY6rK9,1.6만회,2년 전
"양육 환경에서 '결핍'을 겪은 아이, 그리고 '허구의 독립'이 아이에게 미치는 영향 | 요즘 가족 금쪽 수업 2 회",https://youtube.com/watch?v=xK3YRvGK2Ls&pp=ygUG7ZmY6rK9,3.1천회,1년 전
환경경제학자가 말하는 대한민국 경제의 미래 | 서울대 환경대학원 홍종호 교수 | 빅퀘스천 22회 #경제 #환경 #재생에너지,https://youtube.com/watch?v=ymCjQgy_Anw&pp=ygUG7ZmY6rK9,32만회,1년 전
[기후환경 리포트] 한국에 살고 싶어요‥이상한 철새들 급증 (2022.08.05/뉴스투데이/MBC),https://youtube.com/watch?v=qjaNnSMFsjY&pp=ygUG7ZmY6rK9,3만회,2년 전
게 잡아먹는 문어! 환경스페셜 ‘외롭지 않은 섬’ / KBS 20130102 방송,https://youtube.com/watch?v=Efa7uQxOL28&pp=ygUG7ZmY6rK9,66만회,3년 전
얼지마 굶지마! 산골짝에 다람쥐 | 환경스페셜 “도토리 쟁탈전” (2012년 11월 28일 방송),https://youtube.com/watch?v=ZJutEqjTeOQ&pp=ygUG7ZmY6rK9,3만회,1년 전
"[환경교육주간 명사특강] ESG의 ""E""를 말하다 (기후위기와 생태전환 교육)-이재영 교수",https://youtube.com/watch?v=87jY2fQT-zA&pp=ygUG7ZmY6rK9,40만회,1년 전
"신안갯벌, 20만 마리 달랑게 대이동  [UHD환경스페셜2-1편 신의 캔버스 신안갯벌] / KBS 20221203 방송",https://youtube.com/watch?v=WY-LclW_RQ0&pp=ygUG7ZmY6rK9,217만회,11개월 전
순식간에 물고기 ‘꽉’ 물어버리는 민물의 폭군 가물치 사냥술 [환경스페셜-습지 재발견] / KBS 20070207 방송,https://youtube.com/watch?v=5iq6rFJwWe8&pp=ygUG7ZmY6rK9,53만회,2년 전
"[온라인 환경 교육] 2차시 ""쓰레기가 지구를 위협하고 있어""",https://youtube.com/watch?v=0GezDe5sMqE&pp=ygUG7ZmY6rK9,8.7천회,2년 전
"""조금만 바꾸면""…안전·환경 지키는 '공공디자인' (2021.08.17/뉴스투데이/MBC)",https://youtube.com/watch?v=P66n87NNmDY&pp=ygUG7ZmY6rK9,10만회,2년 전
생명의 보고 ‘독도’! 환경스페셜 ‘독도는 살아있다’ / KBS 20100714 방송,https://youtube.com/watch?v=S8dkEhnRefU&pp=ygUG7ZmY6rK9,37만회,2년 전
"해양환경을 바꾸는 사람들, 우리는 해양환경공단입니다.",https://youtube.com/watch?v=wrn6_vVyHkw&pp=ygUG7ZmY6rK9,8천회,4년 전
2020내일을JOB아라 - 환경영향평가사,https://youtube.com/watch?v=nvuwwe3iJac&pp=ygUG7ZmY6rK9,1.4만회,3년 전
06. 미라와 병지의 신비한 탄소여행 - 두근두근! 리얼 환경탐험대,https://youtube.com/watch?v=xmpFu-tjZow&pp=ygUG7ZmY6rK9,6.3만회,3년 전
플라스틱 A to Z (만들어진 배경부터 환경 문제까지),https://youtube.com/watch?v=eZq4J8GNh4Y&pp=ygUG7ZmY6rK9,3.2만회,3년 전
전지적 전공시점이 돌아왔다!(23편) 미래 환경의 핵심 인재 집합소! 건대 환경보건과학과! (입시꿀팁부터 진로분야까지??),https://youtube.com/watch?v=tbsWtgOQhT8&pp=ygUG7ZmY6rK9,1.1만회,4년 전
"다니엘 ""'쓰레기산' 충격…독일선 어릴 때부터 환경 교육""",https://youtube.com/watch?v=U0yAMDeEOHc&pp=ygUG7ZmY6rK9,1.5만회,4년 전
[KBS키즈] 바쁘다바빠 직업탐험｜ KBS TV유치원 ｜ 지니 ｜ 환경 미화원 ｜ 환경 미화원으로 변신한 지니! ｜ pretend play,https://youtube.com/watch?v=_kio7sJU_PA&pp=ygUG7ZmY6rK9,10만회,2년 전
"만약 제주도 갈 때마다 세금을 더 내야한다면? ""환경 보전vs소비자 반발"" / 스브스뉴스",https://youtube.com/watch?v=3aJNzNU4sOw&pp=ygUG7ZmY6rK9,1.7만회,2년 전
"매주 4명꼴로 살해당하는 환경운동가들…""국제개입 시급"" [ON 세계]",https://youtube.com/watch?v=AMiYsgaLvrs&pp=ygUG7ZmY6rK9,1.5만회,3년 전
[저탄소 녹색도시 강북구] 슬기로운 기후변화 이야기_초등학교 대상 환경교육 영상,https://youtube.com/watch?v=zPPZfT75Qh0&pp=ygUG7ZmY6rK9,7.8만회,2년 전
갑오징어 최면 걸어 게 사냥! 환경스페셜 '바다의 사냥꾼’ / KBS 20120502 방송,https://youtube.com/watch?v=3soikWbtRB4&pp=ygUG7ZmY6rK9,6.6만회,7년 전
환경의 재앙으로 돌아오는 폐의약품 / YTN 사이언스,https://youtube.com/watch?v=ZBHJLmZYyW8&pp=ygUG7ZmY6rK9,8천회,2년 전
[학과 홍보 영상] 가톨릭대 에너지환경공학과,https://youtube.com/watch?v=G2mgBsjBgL4&pp=ygUG7ZmY6rK9,3.6만회,2년 전
해수면 상승은 환경단체가 지어낸 거짓말이다??? 해수면은 정말 오르지 않는 걸까?,https://youtube.com/watch?v=qVKSxaYsWEs&pp=ygUG7ZmY6rK9,237만회,4년 전
5차시 살아 숨쉬는 흙 - 환경 U-learning,https://youtube.com/watch?v=KdCE4iwYP6Y&pp=ygUG7ZmY6rK9,1.4만회,2년 전
[탄소중립 환경동화] 앗! 지구에 탄소가 가득하대요(2탄),https://youtube.com/watch?v=Ro80wXivWpI&pp=ygUG7ZmY6rK9,1.6천회,1년 전
대한민국에 인간이 만든 235개의 산이 있다. 폐플라스틱 더미가 쌓여 만들어진 일명 ‘쓰레기 산’ (KBS 20190711 방송),https://youtube.com/watch?v=fHJ-Nc2X758&pp=ygUG7ZmY6rK9,128만회,1년 전
달랑게가 집을 잃어버린 사연은?!  [어린이 해양교육],https://youtube.com/watch?v=T8eU1xxGZSo&pp=ygUG7ZmY6rK9,1.4만회,9개월 전
지구를 지켜라 자연친화적 유치원 환경교육 l 충북 에듀PLAY l 충북교육뉴스,https://youtube.com/watch?v=5EVx_723368&pp=ygUG7ZmY6rK9,2.8만회,1년 전
"겨울, 동물들의 처절한 생존현장 [환경스페셜-에너지 전쟁, 동물의 겨울나기] / KBS 20060208 방송",https://youtube.com/watch?v=gX_AvMhqOJM&pp=ygUG7ZmY6rK9,358만회,11개월 전
[이야기 부산] 부산환경공단의 ‘찾아가는 환경교육’ / KBS  2023.05.15.,https://youtube.com/watch?v=ofQSl0KZ67o&pp=ygUG7ZmY6rK9,1.9만회,2년 전
[핫클립] 도시 환경 문제에 대응하는 도시숲 / YTN 사이언스,https://youtube.com/watch?v=Z1sVs90Nepk&pp=ygUG7ZmY6rK9,9천회,3년 전
빨간 동그라미｜환경보호동화｜환경동화,https://youtube.com/watch?v=2dGChKXqpKw&pp=ygUG7ZmY6rK9,7.7만회,2년 전
환경스페셜 ‘강과 생명 2편 ? 침묵의 강’ / KBS 20110817 방송,https://youtube.com/watch?v=ZwPkBhb47NU&pp=ygUG7ZmY6rK9,910회,1개월 전
"“쟤네들 이기려면 다시 태어나는 방법 밖에 없어요”┃'태어난 환경이 죄'라고 느끼는 아이들, 어린 나이부터 좌절감에 빠질 수 밖에 없는 현실┃교육격차┃#골라듄다큐",https://youtube.com/watch?v=mlfJwOlXQ3c&pp=ygUG7ZmY6rK9,2.8천회,5년 전
[에코매거진] 환경 파괴하는 패스트 패션  / YTN 사이언스,https://youtube.com/watch?v=M7dZTaIYosw&pp=ygUG7ZmY6rK9,3.3만회,2년 전
[탄소중립 환경동화] 앗! 지구에 탄소가 가득하대요(3탄),https://youtube.com/watch?v=rWZoUdZlyeg&pp=ygUG7ZmY6rK9,6.8천회,4년 전
"미래교육 플러스 - 지구를 지키는 환경교육 1부- 위기의 지구, 교육의 길_#002",https://youtube.com/watch?v=6sI-gZGXp2c&pp=ygUG7ZmY6rK9,31만회,2년 전
주변사람과 환경에 영향을 많이 받는 사람들에게 - 김창옥 [정기강연 ep74],https://youtube.com/watch?v=4FVQyDCPLj8&pp=ygUG7ZmY6rK9,6.5만회,11개월 전
[기술자들] 때묻지 않은 자연과 환경을 위한 기술 / YTN 사이언스,https://youtube.com/watch?v=Oix3yz4p-B4&pp=ygUG7ZmY6rK9,1.7만회,1년 전
공연ㆍ전시ㆍ음악회까지..문화계도 기후환경이 대세,https://youtube.com/watch?v=KMh517jfrUc&pp=ygUG7ZmY6rK9,7.7천회,4년 전
"미래교육 플러스 - 지구를 지키는 환경교육 1부- 위기의 지구, 교육의 길_#001",https://youtube.com/watch?v=6pytyDtKSAo&pp=ygUG7ZmY6rK9,46만회,4년 전
"[비정상회담][63-3] 〈환경오염〉 환경보호를 실천하지 않는 나, 비정상인가요? (Abnormal Summit)",https://youtube.com/watch?v=6A9JYh9nFFk&pp=ygUG7ZmY6rK9,2.4천회,2년 전
환경오염으로부터 지구를 지켜라! 세계의 환경 이슈와 이를 극복하기 위한 노력들?｜비정상회담｜JTBC 20150105 방송,https://youtube.com/watch?v=Y7A3rFR-Ltc&pp=ygUG7ZmY6rK9,889회,5년 전
지질시대의 환경과 생물 정리,https://youtube.com/watch?v=AVxR1Heqhk0&pp=ygUG7ZmY6rK9,2.1만회,4년 전
[중등 사회 2] 10. 환경 문제와 지속 가능한 환경 - 전세계 전자쓰레기 이동과 그에 따른 문제점,https://youtube.com/watch?v=wNsRSqvi53A&pp=ygUG7ZmY6rK9,101만회,2년 전
위장의 귀재 문어! 환경스페셜 ‘문어’ / KBS 20120314 방송,https://youtube.com/watch?v=elPCcFTYyUE&pp=ygUG7ZmY6rK9,1만회,스트리밍 시간: 1년 전
사회복지사의 환경인식개선 및 역량강화를 위한 '사회복지사 필환경 세미나',https://youtube.com/watch?v=Esu3X_CIkz0&pp=ygUG7ZmY6rK9,10만회,7년 전
"보이지 않는 적, 환경호르몬의 공격 / YTN 사이언스",https://youtube.com/watch?v=LSLrQ1eEZMU&pp=ygUG7ZmY6rK9,1.5만회,1년 전
"홍진경의 환경르포 1탄 ""하수도"" (eng) [공부왕찐천재]",https://youtube.com/watch?v=8BkMUh0ws7Y&pp=ygUG7ZmY6rK9,23만회,2년 전
"플라스틱으로 가득찬 세상, 우리 아이들이 마주할 미래가 될 수 있습니다.",https://youtube.com/watch?v=qqDpDzl3RlU&pp=ygUG7ZmY6rK9,1.6천회,1년 전
[서울시립대학교 전공소개] 환경원예학과,https://youtube.com/watch?v=pS1rcOKyA7A&pp=ygUG7ZmY6rK9,16만회,2년 전
"(어린이 환경교육용 프로그램) 할아버지와 손녀가 함께하는 분리배출, 모두 같이 따라해봐요~(한글 자막)",https://youtube.com/watch?v=hFnEnUdlr0w&pp=ygUG7ZmY6rK9,22만회,1년 전
카이스트 건설및환경공학과 | 어느과로갈과 EP.14,https://youtube.com/watch?v=0BqFKwq_P4c&pp=ygUG7ZmY6rK9,195만회,10개월 전
"지구 환경, 대기오염 빼곤 모두 ‘중병’ 들었다…｜D:이슈",https://youtube.com/watch?v=n2LUyIPCTME&pp=ygUG7ZmY6rK9,2.9천회,3년 전
"[시청자요청] 환경다큐의 시조새 - 환경스페셜 이렇게 시작됐다! | 자연다큐멘터리 ""동강""   (1999년 3월 3일 방송)",https://youtube.com/watch?v=nTjbT73DRpI&pp=ygUG7ZmY6rK9,1.9만회,2년 전
"[집중취재M] 팜유가 친환경? 온실가스와 환경파괴의 주범, 한국 대기업들도 앞다퉈 진출 (2022.03.01/뉴스데스크/MBC)",https://youtube.com/watch?v=zPr8jIrwCK8&pp=ygUG7ZmY6rK9,3.1만회,2년 전
[삼성SDI 직무소개] 나는 안전환경 담당자입니다 ??ㅣ안전에 있어서는 절대 타협과 예외가 없습니다,https://youtube.com/watch?v=SqKMBdHJDb4&pp=ygUG7ZmY6rK9,1.1만회,1년 전
"밤바다의 제왕 낙지, 게사냥 현장 [환경스페셜- 2008 지구의 해 특별기획 인간과 습지 [3부작] 제 1편  갯벌] / KBS 20081029 방송",https://youtube.com/watch?v=GfsDhD9iefU&pp=ygUG7ZmY6rK9,14만회,4년 전
[꼬마 신선 타오 2] 10화 - 우리 모두 환경보호 (EBSXGNG),https://youtube.com/watch?v=CLvzz4XWZDk&pp=ygUG7ZmY6rK9,2.2만회,2년 전
"낮과 밤, 숲의 주인이 바뀌다! 환경스페셜 ‘숲의 지배자’/ KBS 20090527 방송",https://youtube.com/watch?v=XSdJa5k5rm8&pp=ygUG7ZmY6rK9,1.2만회,1년 전
"물 부족과 물 오염, 당신의 물은 안전합니까? [환경스페셜 - 물,  공유된 책임] / KBS 20080326 방송",https://youtube.com/watch?v=92FtiMytotA&pp=ygUG7ZmY6rK9,10만회,1년 전
"환경경제학자의 경고 ""LNG 가격, 2025년까지 계속 오를 겁니다. 그리고... "" 빅퀘스천 인터뷰 | 서울대 환경대학원 홍종호 교수 #기후위기 #지구온난화 #환경",https://youtube.com/watch?v=I8vm8qf8ssQ&pp=ygUG7ZmY6rK9,1.8만회,5년 전
[미래접속 4.0] 환경문제를 해결하는 4차 산업기술 / YTN 사이언스,https://youtube.com/watch?v=Ly6IYSN9DDw&pp=ygUG7ZmY6rK9,98만회,10개월 전
"먹고 먹히는 수중생태계, 그러나 영원한 승자는 없다 [환경스페셜-생태보고 수변습지] / KBS 20121017 방송",https://youtube.com/watch?v=sKK1ZIPfAxg&pp=ygUG7ZmY6rK9,4.1천회,3년 전
연세대학교 건설환경공학과,https://youtube.com/watch?v=jRnWzfnL6Ck&pp=ygUG7ZmY6rK9,1만회,1년 전
"??전기차는 사실 환경오염의 주범? | 별다른 이슈 ep.02 (테슬라, 기후변화, 탄소배출권, 희토류, 미중갈등)",https://youtube.com/watch?v=ZZx3MEBY_xc&pp=ygUG7ZmY6rK9,2만회,2년 전
101초 환경 이야기 《생활 속 화학물질》,https://youtube.com/watch?v=z2jtb21Jaj8&pp=ygUG7ZmY6rK9,2.1만회,5개월 전
"[기후환경 리포트] 흙탕물에 부서지고 긁히고, 눈을 의심케 하는 국보 상황 (2023.10.26/뉴스투데이/MBC)",https://youtube.com/watch?v=S-aP4ujvZwI&pp=ygUG7ZmY6rK9,1만회,2년 전
불안한 청춘을 위한 잘 알려지지 않은 환경공학과 취업 전략,https://youtube.com/watch?v=E6w3nE7dKj8&pp=ygUG7ZmY6rK9,5.2만회,2년 전
[LG이노텍 직무 이야기!] 안전환경편(장세련 사원),https://youtube.com/watch?v=W1DIq-v882k&pp=ygUG7ZmY6rK9,8.3천회,2년 전
편리함보다는 환경을...1회 용품 줄이는 발명 / YTN,https://youtube.com/watch?v=TzV1szlmyx8&pp=ygUG7ZmY6rK9,4.5천회,2년 전
바보들은 '노오력'만 하지만 스마트한 사람들은 '환경'을 바꾼다!ㅣ 최고의 변화는 어디서 시작되는가 ㅣ Willpower Doesn't Work,https://youtube.com/watch?v=YZXLBtg11A8&pp=ygUG7ZmY6rK9,4.2만회,1년 전
[포프리쇼 리턴즈 15회] 성장 환경이 중요한 이유 | 김창옥의 포프리쇼 강연,https://youtube.com/watch?v=i7yVZmRvOu8&pp=ygUG7ZmY6rK9,2.7만회,1년 전
"환경스페셜 1회, 1999년 설악 백담계곡 생태계  [환경스페셜-봄, 깨어남] / KBS 19990505 방송",https://youtube.com/watch?v=DqnWfowdYGg&pp=ygUG7ZmY6rK9,4.1천회,3년 전
"바보들은 노력을 하지만 똑똑한 사람들은 환경을 바꾼다 - 뭐든 잘 안될 때는? 깨닫고 나면 너무 간단한 원리, 깨알 같이 환경을 바꿔라!",https://youtube.com/watch?v=T24EovV2szg&pp=ygUG7ZmY6rK9,27만회,4년 전
서울대학교 건설환경공학부 소개동영상,https://youtube.com/watch?v=2SNznxre3iU&pp=ygUG7ZmY6rK9,10만회,1년 전
"재앙의 황사 바람, 열차를 전복시키다 [환경스페셜-재앙의 바람, 황사] / KBS20070418 방송",https://youtube.com/watch?v=xlxoAKG1nUk&pp=ygUG7ZmY6rK9,1.1만회,2년 전
인어공주와 프렌시 ｜ 바다 이야기 ｜ 환경 동화,https://youtube.com/watch?v=c8k8LteQaZ8&pp=ygUG7ZmY6rK9,3.2만회,1년 전
LG화학 환경안전팀 취업준비생들을 위해 온산공장 환경안전팀 신입/경력사원 탈탈 털었다뭘 좋아할지 몰라서 다 준비해주신 LG화학 선배들의 취업 꿀팁 대방출★,https://youtube.com/watch?v=3XMc5mMdULw&pp=ygUG7ZmY6rK9,1.3만회,1년 전
"땅굴파기 명수 표범장지범, 노련한 사냥술  [2021-2022 UHD환경스페셜 15편 지금부터 강이 들려줄 이야기] / KBS 20210617 방송",https://youtube.com/watch?v=o9ljx9dMt8A&pp=ygUG7ZmY6rK9,4.7만회,2년 전
라면 뽀글이에서 진짜 환경호르몬이 나올까?,https://youtube.com/watch?v=puSZtFpltVM&pp=ygUG7ZmY6rK9,2.9천회,1년 전
"새로운 최상위 포식자 들개, 소를 공격하다  [2021-2022 UHD환경스페셜-39편 불편한 동거, 1년의 기록]  / KBS 20220317 방송",https://youtube.com/watch?v=7bTnj2M6KbQ&pp=ygUG7ZmY6rK9,3.8천회,2년 전
"[경기도환경교육센터] 남한강 탐방교육(물의 소중함): 물의 소중함 다큐시청, 소감 나눔(여주시 제작)",https://youtube.com/watch?v=CvosXVzIOdk&pp=ygUG7ZmY6rK9,3.5천회,1년 전
수도권 근무를 원한다면 주목!_한국환경공단 채용설명회,https://youtube.com/watch?v=R9hjl6lyzRw&pp=ygUG7ZmY6rK9,45만회,4년 전
"미래교육 플러스 - 지구를 지키는 환경교육 2부- 위기의 환경교육, 무엇이 문제인가?_#002",https://youtube.com/watch?v=XNnF3SLP0Zg&pp=ygUG7ZmY6rK9,8.7만회,4년 전
"빡공시대 고등통합사회 1강-인간,사회,환경을 바라보는 시각(인강판)-",https://youtube.com/watch?v=yR2_SmBDphc&pp=ygUG7ZmY6rK9,8.1천회,1년 전
한국환경공단 신입직원 채용 꿀팁! (feat. 2021년 신입직원과 함께),https://youtube.com/watch?v=CHRMvcPWkdE&pp=ygUG7ZmY6rK9,643회,3년 전
"[시청자 요청] 한반도에 늑대가 살아 있다?! | 환경스페셜 ""늑대, 살아있는가"" (1999년 7월 21일 방송)",https://youtube.com/watch?v=biJWTQR3Imk&pp=ygUG7ZmY6rK9,7.3천회,2년 전
"[멍상]#13 환경스페셜 ‘옹달샘, 생명을 적시다’ / KBS 20070627 방송",https://youtube.com/watch?v=YowKPAzfTpE&pp=ygUG7ZmY6rK9,28만회,1년 전
[환경K] 커피찌꺼기는 애물단지? / KBS  2022.04.25.,https://youtube.com/watch?v=Pn_1d_ak01k&pp=ygUG7ZmY6rK9,1.5만회,3년 전
[ETx빅데이터] 환경 보호·기부…‘소비’로 보여줄게 / KBS,https://youtube.com/watch?v=IeJxf7CwWWk&pp=ygUG7ZmY6rK9,165만회,4년 전
그림으로 텔레파시가 통하는지 테스트해보았다 [환경캠프3화],https://youtube.com/watch?v=FMdB3S7OjPI&pp=ygUG7ZmY6rK9,4.5만회,2년 전
음식물쓰레기 비료의 문제  [UHD 환경스페셜] | KBS 220310 방송,https://youtube.com/watch?v=CVJX3b7A0zE&pp=ygUG7ZmY6rK9,1.9천회,2년 전
영주댐 건설로 옛 모습을 잃어버린 내성천 [UHD 환경스페셜] | KBS 210617 방송,https://youtube.com/watch?v=k5EzO4x4ehw&pp=ygUG7ZmY6rK9,6천회,2년 전
이런 이색 수업이 있다고? 초등교사 환경생태수업 리얼 vlog,https://youtube.com/watch?v=Yzy4FYWX4b4&pp=ygUG7ZmY6rK9,17만회,2년 전
코코넛을 집으로! 환경스페셜 ‘적도의 바다’ / KBS 20130109 방송,https://youtube.com/watch?v=6Rp7iSJkSTc&pp=ygUG7ZmY6rK9,1.5만회,1년 전
[핫클립] 다양한 용도로 개발된 극한 환경 로봇 / YTN 사이언스,https://youtube.com/watch?v=cqest8a4gbA&pp=ygUG7ZmY6rK9,2.6천회,11개월 전
"?? 지속가능한 삶을 위한 환경교육, 생태전환교육 지원 #shorts",https://youtube.com/shorts/kNaSNyttCMw,1.7만회,1년 전
"[기후환경 리포트] 바다가 삼키고 있는 나라, 수도 40%가 해수면 아래로 (2022.11.21/뉴스투데이/MBC)",https://youtube.com/watch?v=fYtTC3Nne-Y&pp=ygUG7ZmY6rK9,41만회,2년 전
"[최강1교시] EP.1 일상생활 속 환경호르몬, 이대로 괜찮을까? I 환경호르몬의 경고 I 생명과학자 계명찬",https://youtube.com/watch?v=s-E4QC38V80&pp=ygUG7ZmY6rK9,3.1천회,5개월 전
[김성완의 시사야] 지구생활백서｜2023 국감 기후/환경이슈 요약｜윤지로 사단법인 넥스트 수석｜KBS 231025 방송,https://youtube.com/watch?v=irNbIj5ytv0&pp=ygUG7ZmY6rK9,1.7천회,1년 전
??지속가능한 사회를 위한 환경솔루션을 찾습니다! - 2023년도 한국환경산업기술원 채용꿀팁??,https://youtube.com/watch?v=wMcgfrzUKhg&pp=ygUG7ZmY6rK9,24만회,2년 전
직업환경의학과의 모든 것(브이로그),https://youtube.com/watch?v=82FREZgwLe0&pp=ygUG7ZmY6rK9,1.7만회,2년 전
무심코 갖고 논 OO에 꼬리를 잃어버린 이 동물｜크랩,https://youtube.com/watch?v=BgYPybzmY6k&pp=ygUG7ZmY6rK9,515회,3년 전
2021학년도 ???한양대학교 자원환경공학과?? 전공안내영상,https://youtube.com/watch?v=UwHPMDpSINY&pp=ygUG7ZmY6rK9,5.7천회,5년 전
[기술자들] 환경과 사람을 생각한 톡톡 튀는 친환경 기술?? / YTN 사이언스,https://youtube.com/watch?v=4Wf0Cw8ijPs&pp=ygUG7ZmY6rK9,6.2천회,2년 전
우리는 플라스틱을 입고 있다? 헌 옷이 환경을 오염하는 이유 [UHD 환경스페셜] | KBS 210701 방송,https://youtube.com/watch?v=O9HuDEVUtzw&pp=ygUG7ZmY6rK9,16만회,스트리밍 시간: 1년 전
[강연] 유전과 환경: 무엇이 우리를 만드는가? _ by 김영준 ㅣ 2022 가을 카오스강연 '진화' 7강,https://youtube.com/watch?v=RCz16w9dD5o&pp=ygUG7ZmY6rK9,5천회,4년 전
[초등 과학 5-2] 2. 생물과 환경 - 8차시 환경 오염은 생물에 어떤 영향을 줄까요?,https://youtube.com/watch?v=qvAMrR9HrOo&pp=ygUG7ZmY6rK9,1.2만회,1년 전
환경 지키고 일자리 늘리고! 돈 되는 재생에너지 시장?? 차이나는 클라스(jtbclecture) 239회 | JTBC 220424 방송,https://youtube.com/watch?v=8ThrG0VNKGA&pp=ygUG7ZmY6rK9,2.1만회,1년 전
[꽉 찬 인터뷰] 환경공학과 졸업생의 ??한국환경공단?? 입사기,https://youtube.com/watch?v=mHdgvSqzqXE&pp=ygUG7ZmY6rK9,5.4만회,1년 전
공과대학 - 환경공학과 홍보영상,https://youtube.com/watch?v=8jPIvkRN4JA&pp=ygUG7ZmY6rK9,3만회,1년 전
놀면서 실천한다! 유치원 환경교육??ㅣ생방송활기찬저녁ㅣMBC충북ㅣ220720,https://youtube.com/watch?v=lux2hHQN0Qk&pp=ygUG7ZmY6rK9,1.5만회,2년 전
[학과 소개 영상] 고려대학교 지구환경과학과를 소개합니다.,https://youtube.com/watch?v=h6JQav61CII&pp=ygUG7ZmY6rK9,4.7천회,2년 전
신중년 환경인허가 담당자,https://youtube.com/watch?v=dNNFU8LSp9k&pp=ygUG7ZmY6rK9,513회,1년 전
